crop_id,crop_name,observation_id,action_id,tag,action_title,action_desc,farm_id,expected_value_min,expected_value_max,observation_value,status,company_id,action_date,obs_date,farm_name,state,district,plan_id,pnd_class
806,BITTERGOURD (RA),3535,22691,Growth,ATL001,Weed growth,28,30.00,50.00,10,CMPL,2000,2023-04-25,2023-04-27,Tilak Raj,HARYANA,SONIPAT,585,NONE
806,BITTERGOURD (RA),1504,22678,Growth,ATL001,Weed growth,28,30.00,50.00,4,CMPL,2000,2023-03-26,2023-04-04,Tilak Raj,HARYANA,SONIPAT,585,NONE
806,BITTERGOURD (RA),1830,23038,Growth,ATL001,Weed growth,19,30.00,50.00,79,CMPL,2000,2023-04-12,2023-04-12,Shrikishan,DELHI,NORTH DELHI,593,NONE
825,CUCUMBER HYBRID (RA),1542,24062,Growth,ATL001,Weed growth,31,30.00,50.00,17,CMPL,2000,2023-03-25,2023-04-04,Mangey Ram,HARYANA,SONIPAT,606,NONE
825,CUCUMBER HYBRID (RA),2968,24071,Growth,ATL001,Weed growth,31,30.00,50.00,10,CMPL,2000,2023-04-14,2023-04-22,Mangey Ram,HARYANA,SONIPAT,606,NONE
808,CORN SWEET (RA),3283,24709,Growth,ATL001,Weed growth,14,30.00,50.00,35,CMPL,2000,2023-04-14,2023-04-24,Satish Kumar Farm,DELHI,NORTH DELHI,616,NONE
808,CORN SWEET (RA),4085,24710,Growth,ATL001,Weed growth,14,30.00,50.00,80,CMPL,2000,2023-05-04,2023-05-06,Satish Kumar Farm,DELHI,NORTH DELHI,616,NONE
808,CORN SWEET (RA),3254,24750,Growth,ATL001,Weed growth,14,30.00,50.00,35,CMPL,2000,2023-03-31,2023-04-24,Satish Kumar Farm,DELHI,NORTH DELHI,617,NONE
808,CORN SWEET (RA),3265,24751,Growth,ATL001,Weed growth,14,30.00,50.00,35,CMPL,2000,2023-04-20,2023-04-24,Satish Kumar Farm,DELHI,NORTH DELHI,617,NONE
825,CUCUMBER HYBRID (RA),1562,24899,Growth,ATL001,Weed growth,121,30.00,50.00,3,CMPL,2000,2023-03-27,2023-04-04,Govind Farm,HARYANA,SONIPAT,620,NONE
825,CUCUMBER HYBRID (RA),2215,24908,Growth,ATL001,Weed growth,121,30.00,50.00,50,CMPL,2000,2023-04-16,2023-04-17,Govind Farm,HARYANA,SONIPAT,620,NONE
810,SPINACH (RA),2133,26639,Growth,ATL001,Weed growth,55,30.00,50.00,20,CMPL,2000,2023-04-15,2023-04-17,Radhe shyam,DELHI,NORTH DELHI,581,NONE
807,BOTTLEGOURD (RA),2308,26708,Growth,ATL001,Weed growth,68,30.00,50.00,25,CMPL,2000,2023-03-18,2023-04-17,Jagbir Dhama,DELHI,NORTH DELHI,660,NONE
808,CORN SWEET (RA),3487,27039,Growth,ATL001,Weed growth,68,30.00,50.00,45,CMPL,2000,2023-04-05,2023-04-26,Jagbir Dhama,DELHI,NORTH DELHI,667,NONE
808,CORN SWEET (RA),3491,27040,Growth,ATL001,Weed growth,68,30.00,50.00,45,CMPL,2000,2023-04-25,2023-04-26,Jagbir Dhama,DELHI,NORTH DELHI,667,NONE
824,CORIANDER – Leaf (RA),2947,27656,Growth,ATL001,Weed growth,23,30.00,50.00,83,CMPL,2000,2023-04-17,2023-04-22,Vijender Chaudhary,DELHI,NORTH DELHI,688,NONE
817,CHILLI - GREEN,3627,27668,Growth,ATL001,Weed growth,81,30.00,50.00,10,CMPL,2000,2023-04-22,2023-04-28,Gautam saini,RAJASTHAN,JHUNJHUNU,690,NONE
817,CHILLI - GREEN,6020,27671,Growth,ATL001,Weed growth,81,30.00,50.00,30,CMPL,2000,2023-06-01,2023-05-31,Gautam saini,RAJASTHAN,JHUNJHUNU,690,NONE
831,WATERMELON (RA),2604,28319,Growth,ATL001,Weed growth,92,30.00,50.00,22,CMPL,2000,2023-03-31,2023-04-20,Suman Devi,RAJASTHAN,JHUNJHUNU,706,NONE
831,WATERMELON (RA),2620,28320,Growth,ATL001,Weed growth,92,30.00,50.00,22,CMPL,2000,2023-04-20,2023-04-20,Suman Devi,RAJASTHAN,JHUNJHUNU,706,NONE
831,WATERMELON (RA),3201,28320,Growth,ATL001,Weed growth,92,30.00,50.00,10,CMPL,2000,2023-04-20,2023-04-24,Suman Devi,RAJASTHAN,JHUNJHUNU,706,NONE
817,CHILLI - GREEN,3965,28709,Growth,ATL001,Weed growth,103,30.00,50.00,10,CMPL,2000,2023-05-05,2023-05-03,Moolchand saini,RAJASTHAN,JHUNJHUNU,717,NONE
835,PUMPKIN - GREEN (RA),2643,28413,Growth,ATL001,Weed growth,92,30.00,50.00,60,CMPL,2000,2023-03-26,2023-04-20,Suman Devi,RAJASTHAN,JHUNJHUNU,707,NONE
835,PUMPKIN - GREEN (RA),2731,28414,Growth,ATL001,Weed growth,92,30.00,50.00,60,CMPL,2000,2023-04-15,2023-04-20,Suman Devi,RAJASTHAN,JHUNJHUNU,707,NONE
817,CHILLI - GREEN,5388,29010,Growth,ATL001,Weed growth,82,30.00,50.00,25,CMPL,2000,2023-05-20,2023-05-20,Pushpa devi,RAJASTHAN,JHUNJHUNU,723,NONE
817,CHILLI - GREEN,1838,29131,Growth,ATL001,Weed growth,101,30.00,50.00,59,CMPL,2000,2023-04-12,2023-04-12,Dharmendra Kumar Saini,RAJASTHAN,JHUNJHUNU,726,NONE
817,CHILLI - GREEN,4865,29133,Growth,ATL001,Weed growth,101,30.00,50.00,5,CMPL,2000,2023-05-12,2023-05-12,Dharmendra Kumar Saini,RAJASTHAN,JHUNJHUNU,726,NONE
831,WATERMELON (RA),1900,29456,Growth,ATL001,Weed growth,94,30.00,50.00,22,CMPL,2000,2023-04-05,2023-04-14,Dayanand,RAJASTHAN,SIKAR,731,NONE
830,MUSKMELON (RA),1920,29537,Growth,ATL001,Weed growth,94,30.00,50.00,19,CMPL,2000,2023-04-02,2023-04-14,Dayanand,RAJASTHAN,SIKAR,732,NONE
835,PUMPKIN - GREEN (RA),2461,29850,Growth,ATL001,Weed growth,74,30.00,50.00,24,CMPL,2000,2023-04-13,2023-04-19,Sumer singh saini,RAJASTHAN,JHUNJHUNU,739,NONE
835,PUMPKIN - GREEN (RA),3997,29850,Growth,ATL001,Weed growth,74,30.00,50.00,50,CMPL,2000,2023-04-13,2023-05-04,Sumer singh saini,RAJASTHAN,JHUNJHUNU,739,NONE
835,PUMPKIN - GREEN (RA),5531,29851,Growth,ATL001,Weed growth,74,30.00,50.00,40,CMPL,2000,2023-05-03,2023-05-24,Sumer singh saini,RAJASTHAN,JHUNJHUNU,739,NONE
835,PUMPKIN - GREEN (RA),4878,29851,Growth,ATL001,Weed growth,74,30.00,50.00,30,CMPL,2000,2023-05-03,2023-05-15,Sumer singh saini,RAJASTHAN,JHUNJHUNU,739,NONE
842,SPONGE GOURD (RA),2965,30000,Growth,ATL001,Weed growth,23,30.00,50.00,90,CMPL,2000,2023-04-22,2023-04-22,Vijender Chaudhary,DELHI,NORTH DELHI,756,NONE
842,SPONGE GOURD (RA),4620,30001,Growth,ATL001,Weed growth,23,30.00,50.00,74,CMPL,2000,2023-05-11,2023-05-11,Vijender Chaudhary,DELHI,NORTH DELHI,756,NONE
824,CORIANDER – Leaf (RA),2660,30111,Growth,ATL001,Weed growth,44,30.00,50.00,70,CMPL,2000,2023-04-17,2023-04-20,Payal,DELHI,NORTH DELHI,760,NONE
842,SPONGE GOURD (RA),2903,30200,Growth,ATL001,Weed growth,44,30.00,50.00,91,CMPL,2000,2023-04-22,2023-04-22,Payal,DELHI,NORTH DELHI,761,NONE
842,SPONGE GOURD (RA),4595,30201,Growth,ATL001,Weed growth,44,30.00,50.00,73,CMPL,2000,2023-05-11,2023-05-11,Payal,DELHI,NORTH DELHI,761,NONE
842,SPONGE GOURD (RA),2418,31353,Growth,ATL001,Weed growth,70,30.00,50.00,5,CMPL,2000,2023-04-15,2023-04-19,Sahanser pal,DELHI,NORTH DELHI,779,NONE
842,SPONGE GOURD (RA),3979,31354,Growth,ATL001,Weed growth,70,30.00,50.00,5,CMPL,2000,2023-05-04,2023-05-04,Sahanser pal,DELHI,NORTH DELHI,779,NONE
824,CORIANDER – Leaf (RA),2425,31341,Growth,ATL001,Weed growth,70,30.00,50.00,49,CMPL,2000,2023-04-10,2023-04-19,Sahanser pal,DELHI,NORTH DELHI,774,NONE
835,PUMPKIN - GREEN (RA),2892,32236,Growth,ATL001,Weed growth,139,30.00,50.00,15,CMPL,2000,2023-04-16,2023-04-22,Rajni Farm,HARYANA,SONIPAT,790,NONE
835,PUMPKIN - GREEN (RA),4306,32237,Growth,ATL001,Weed growth,139,30.00,50.00,10,CMPL,2000,2023-05-06,2023-05-09,Rajni Farm,HARYANA,SONIPAT,790,NONE
830,MUSKMELON (RA),2221,32245,Growth,ATL001,Weed growth,94,30.00,50.00,22,CMPL,2000,2023-04-02,2023-04-18,Dayanand,RAJASTHAN,SIKAR,792,NONE
830,MUSKMELON (RA),2238,32247,Growth,ATL001,Weed growth,94,30.00,50.00,19,CMPL,2000,2023-04-18,2023-04-18,Dayanand,RAJASTHAN,SIKAR,792,NONE
801,TOMATO HYBRID (RA),2274,32310,Growth,ATL001,Weed growth,94,30.00,50.00,37,CMPL,2000,2023-04-06,2023-04-18,Dayanand,RAJASTHAN,SIKAR,793,NONE
831,WATERMELON (RA),2245,32352,Growth,ATL001,Weed growth,94,30.00,50.00,15,CMPL,2000,2023-04-05,2023-04-18,Dayanand,RAJASTHAN,SIKAR,794,NONE
831,WATERMELON (RA),2594,32352,Growth,ATL001,Weed growth,94,30.00,50.00,16,CMPL,2000,2023-04-05,2023-04-20,Dayanand,RAJASTHAN,SIKAR,794,NONE
831,WATERMELON (RA),2259,32353,Growth,ATL001,Weed growth,94,30.00,50.00,19,CMPL,2000,2023-04-25,2023-04-18,Dayanand,RAJASTHAN,SIKAR,794,NONE
824,CORIANDER – Leaf (RA),2974,32425,Growth,ATL001,Weed growth,139,30.00,50.00,50,CMPL,2000,2023-04-16,2023-04-22,Rajni Farm,HARYANA,SONIPAT,795,NONE
824,CORIANDER – Leaf (RA),3485,32705,Growth,ATL001,Weed growth,28,30.00,50.00,5,CMPL,2000,2023-04-25,2023-04-26,Tilak Raj,HARYANA,SONIPAT,801,NONE
807,BOTTLEGOURD (RA),4703,32784,Growth,ATL001,Weed growth,28,30.00,50.00,13,CMPL,2000,2023-05-10,2023-05-13,Tilak Raj,HARYANA,SONIPAT,803,NONE
835,PUMPKIN - GREEN (RA),3477,32768,Growth,ATL001,Weed growth,28,30.00,50.00,5,CMPL,2000,2023-04-25,2023-04-26,Tilak Raj,HARYANA,SONIPAT,802,NONE
835,PUMPKIN - GREEN (RA),4891,32769,Growth,ATL001,Weed growth,28,30.00,50.00,20,CMPL,2000,2023-05-15,2023-05-15,Tilak Raj,HARYANA,SONIPAT,802,NONE
808,CORN SWEET (RA),4313,32966,Growth,ATL001,Weed growth,35,30.00,50.00,30,CMPL,2000,2023-05-06,2023-05-09,Shobit Mange Ram,HARYANA,SONIPAT,807,NONE
808,CORN SWEET (RA),5804,32967,Growth,ATL001,Weed growth,35,30.00,50.00,29,CMPL,2000,2023-05-26,2023-05-27,Shobit Mange Ram,HARYANA,SONIPAT,807,NONE
804,CLUSTER BEAN (RA),3140,33428,Growth,ATL001,Weed growth,74,30.00,50.00,5,CMPL,2000,2023-04-25,2023-04-23,Sumer singh saini,RAJASTHAN,JHUNJHUNU,720,NONE
817,CHILLI - GREEN,4789,33538,Growth,ATL001,Weed growth,100,30.00,50.00,50,CMPL,2000,2023-05-20,2023-05-14,Naresh saini,RAJASTHAN,JHUNJHUNU,823,NONE
806,BITTERGOURD (RA),3356,34239,Growth,ATL001,Weed growth,54,30.00,50.00,9,CMPL,2000,2023-04-19,2023-04-25,Kiran bala,DELHI,NORTH DELHI,839,NONE
807,BOTTLEGOURD (RA),4849,34284,Growth,ATL001,Weed growth,54,30.00,50.00,22,CMPL,2000,2023-05-09,2023-05-15,Kiran bala,DELHI,NORTH DELHI,840,NONE
835,PUMPKIN - GREEN (RA),3332,34388,Growth,ATL001,Weed growth,54,30.00,50.00,9,CMPL,2000,2023-04-24,2023-04-25,Kiran bala,DELHI,NORTH DELHI,841,NONE
835,PUMPKIN - GREEN (RA),4537,34389,Growth,ATL001,Weed growth,54,30.00,50.00,11,CMPL,2000,2023-05-14,2023-05-11,Kiran bala,DELHI,NORTH DELHI,841,NONE
807,BOTTLEGOURD (RA),4286,34452,Growth,ATL001,Weed growth,31,30.00,50.00,10,CMPL,2000,2023-05-03,2023-05-09,Mangey Ram,HARYANA,SONIPAT,804,NONE
824,CORIANDER – Leaf (RA),2936,34513,Growth,ATL001,Weed growth,31,30.00,50.00,5,CMPL,2000,2023-04-18,2023-04-22,Mangey Ram,HARYANA,SONIPAT,842,NONE
824,CORIANDER – Leaf (RA),3032,34553,Growth,ATL001,Weed growth,34,30.00,50.00,10,CMPL,2000,2023-04-21,2023-04-22,Saurav  Mange Ram,HARYANA,SONIPAT,846,NONE
825,CUCUMBER HYBRID (RA),3187,34930,Growth,ATL001,Weed growth,10,30.00,50.00,59,CMPL,2000,2023-04-09,2023-04-24,Deepanshu,DELHI,NORTH DELHI,844,NONE
825,CUCUMBER HYBRID (RA),3312,35063,Growth,ATL001,Weed growth,10,30.00,50.00,60,CMPL,2000,2023-04-09,2023-04-25,Deepanshu,DELHI,NORTH DELHI,862,NONE
842,SPONGE GOURD (RA),3360,35436,Growth,ATL001,Weed growth,54,30.00,50.00,60,CMPL,2000,2023-03-27,2023-04-25,Kiran bala,DELHI,NORTH DELHI,868,NONE
842,SPONGE GOURD (RA),3371,35513,Growth,ATL001,Weed growth,54,30.00,50.00,62,CMPL,2000,2023-04-25,2023-04-25,Kiran bala,DELHI,NORTH DELHI,868,NONE
811,CABBAGE (RA),4365,36293,Growth,ATL001,Weed growth,166,30.00,50.00,10,CMPL,2000,2023-05-14,2023-05-09,Pratik Khokrale farm,MAHARASHTRA,PUNE,890,NONE
811,CABBAGE (RA),5791,36294,Growth,ATL001,Weed growth,166,30.00,50.00,3,CMPL,2000,2023-05-23,2023-05-27,Pratik Khokrale farm,MAHARASHTRA,PUNE,890,NONE
820,BRINJAL (RA),5206,36898,Growth,ATL001,Weed growth,154,30.00,50.00,3,CMPL,2000,2023-05-20,2023-05-17,Nawale farm,MAHARASHTRA,PUNE,899,NONE
831,WATERMELON (RA),4753,36981,Growth,ATL001,Weed growth,74,30.00,50.00,50,CMPL,2000,2023-05-16,2023-05-14,Sumer singh saini,RAJASTHAN,JHUNJHUNU,719,NONE
831,WATERMELON (RA),6094,36982,Growth,ATL001,Weed growth,74,30.00,50.00,10,CMPL,2000,2023-06-05,2023-06-01,Sumer singh saini,RAJASTHAN,JHUNJHUNU,719,NONE
831,WATERMELON (RA),6580,36982,Growth,ATL001,Weed growth,74,30.00,50.00,30,CMPL,2000,2023-06-05,2023-06-12,Sumer singh saini,RAJASTHAN,JHUNJHUNU,719,NONE
808,CORN SWEET (RA),5835,37089,Growth,ATL001,Weed growth,19,30.00,50.00,60,CMPL,2000,2023-05-22,2023-05-27,Shrikishan,DELHI,NORTH DELHI,902,NONE
808,CORN SWEET (RA),6386,37090,Growth,ATL001,Weed growth,19,30.00,50.00,51,CMPL,2000,2023-06-11,2023-06-08,Shrikishan,DELHI,NORTH DELHI,902,NONE
842,SPONGE GOURD (RA),4405,37166,Growth,ATL001,Weed growth,30,30.00,50.00,39,CMPL,2000,2023-06-02,2023-05-10,Sukhpal,HARYANA,SONIPAT,883,NONE
842,SPONGE GOURD (RA),4406,37243,Growth,ATL001,Weed growth,30,30.00,50.00,41,CMPL,2000,2023-06-02,2023-05-10,Sukhpal,HARYANA,SONIPAT,883,NONE
824,CORIANDER – Leaf (RA),4445,37524,Growth,ATL001,Weed growth,30,30.00,50.00,50,CMPL,2000,2023-04-28,2023-05-10,Sukhpal,HARYANA,SONIPAT,909,NONE
810,SPINACH (RA),4418,37594,Growth,ATL001,Weed growth,30,30.00,50.00,40,CMPL,2000,2023-04-29,2023-05-10,Sukhpal,HARYANA,SONIPAT,911,NONE
807,BOTTLEGOURD (RA),7613,40872,Growth,ATL001,Weed growth,30,30.00,50.00,8,CMPL,2000,2023-05-13,2023-07-07,Sukhpal,HARYANA,SONIPAT,959,NONE
842,SPONGE GOURD (RA),5291,41080,Growth,ATL001,Weed growth,30,30.00,50.00,9,CMPL,2000,2023-05-20,2023-05-18,Sukhpal,HARYANA,SONIPAT,961,NONE
842,SPONGE GOURD (RA),7612,41078,Growth,ATL001,Weed growth,30,30.00,50.00,36,CMPL,2000,2023-05-03,2023-07-07,Sukhpal,HARYANA,SONIPAT,961,NONE
842,SPONGE GOURD (RA),4963,41078,Growth,ATL001,Weed growth,30,30.00,50.00,61,CMPL,2000,2023-05-03,2023-05-16,Sukhpal,HARYANA,SONIPAT,961,NONE
842,SPONGE GOURD (RA),8930,41078,Growth,ATL001,Weed growth,30,30.00,50.00,5,CMPL,2000,2023-05-03,2023-08-02,Sukhpal,HARYANA,SONIPAT,961,NONE
842,SPONGE GOURD (RA),5292,41175,Growth,ATL001,Weed growth,30,30.00,50.00,11,CMPL,2000,2023-05-20,2023-05-18,Sukhpal,HARYANA,SONIPAT,961,NONE
842,SPONGE GOURD (RA),4966,41153,Growth,ATL001,Weed growth,30,30.00,50.00,40,CMPL,2000,2023-05-03,2023-05-16,Sukhpal,HARYANA,SONIPAT,961,NONE
842,SPONGE GOURD (RA),8931,41153,Growth,ATL001,Weed growth,30,30.00,50.00,6,CMPL,2000,2023-05-03,2023-08-02,Sukhpal,HARYANA,SONIPAT,961,NONE
810,SPINACH (RA),5459,41334,Growth,ATL001,Weed growth,10,30.00,50.00,30,CMPL,2000,2023-05-12,2023-05-22,Deepanshu,DELHI,NORTH DELHI,970,NONE
804,CLUSTER BEAN (RA),5358,41410,Growth,ATL001,Weed growth,91,30.00,50.00,10,CMPL,2000,2023-05-23,2023-05-20,Sumer moond,RAJASTHAN,JHUNJHUNU,972,NONE
810,SPINACH (RA),5653,42152,Growth,ATL001,Weed growth,68,30.00,50.00,5,CMPL,2000,2023-05-28,2023-05-25,Jagbir Dhama,DELHI,NORTH DELHI,984,NONE
810,SPINACH (RA),5929,48549,Growth,ATL001,Weed growth,55,30.00,50.00,15,CMPL,2000,2023-06-01,2023-05-31,Radhe shyam,DELHI,NORTH DELHI,1045,NONE
24,BLACK GRAM,6325,49124,Growth,ATL001,Weed growth,175,30.00,50.00,25,CMPL,1000,2023-06-16,2023-06-07,Manokaran farm,TAMIL NADU,THENI,1059,NONE
810,SPINACH (RA),6777,56369,Growth,ATL001,Weed growth,55,30.00,50.00,4,CMPL,2000,2023-06-17,2023-06-15,Radhe shyam,DELHI,NORTH DELHI,1146,NONE
133,GREEN CHILLI,9198,56602,Growth,ATL001,Weed growth,258,30.00,50.00,33,CMPL,1000,2023-08-03,2023-08-07,Ramappa Masti,KARNATAKA,BELGAUM,1151,NONE
133,GREEN CHILLI,9173,56707,Growth,ATL001,Weed growth,257,30.00,50.00,30,CMPL,1000,2023-08-02,2023-08-07,Hunchappa Naik,KARNATAKA,BELGAUM,1152,NONE
133,GREEN CHILLI,9168,56812,Growth,ATL001,Weed growth,256,30.00,50.00,20,CMPL,1000,2023-08-03,2023-08-07,Ramesh Masti,KARNATAKA,BELGAUM,1147,NONE
808,CORN SWEET (RA),7252,56989,Growth,ATL001,Weed growth,70,30.00,50.00,91,CMPL,2000,2023-06-28,2023-06-28,Sahanser pal,DELHI,NORTH DELHI,1154,NONE
808,CORN SWEET (RA),8044,57000,Growth,ATL001,Weed growth,70,30.00,50.00,95,CMPL,2000,2023-07-18,2023-07-24,Sahanser pal,DELHI,NORTH DELHI,1154,NONE
209,SUGARCANE - Early,14015,57092,Growth,ATL001,Weed growth,196,30.00,50.00,23,CMPL,1000,2023-09-23,2023-09-23,Sanjeev Patil,KARNATAKA,BELGAUM,1158,NONE
825,CUCUMBER HYBRID (RA),7928,57117,Growth,ATL001,Weed growth,107,30.00,50.00,70,CMPL,2000,2023-07-13,2023-07-17,Jitendra Bhikaji Adasare,MAHARASHTRA,PUNE,1160,NONE
825,CUCUMBER HYBRID (RA),8957,57125,Growth,ATL001,Weed growth,107,30.00,50.00,35,CMPL,2000,2023-08-02,2023-08-05,Jitendra Bhikaji Adasare,MAHARASHTRA,PUNE,1160,NONE
209,SUGARCANE - Early,9583,58046,Growth,ATL001,Weed growth,198,30.00,50.00,37,CMPL,1000,2023-08-02,2023-08-08,Maninga Banashankari,KARNATAKA,BELGAUM,1169,NONE
209,SUGARCANE - Early,17253,58143,Growth,ATL001,Weed growth,208,30.00,50.00,13,CMPL,1000,2023-10-14,2023-10-25,Maruti Sadalagi,KARNATAKA,BELGAUM,1173,NONE
209,SUGARCANE - Early,17251,58126,Growth,ATL001,Weed growth,206,30.00,50.00,2,CMPL,1000,2023-10-14,2023-10-25,Suresh Sadalagi,KARNATAKA,BELGAUM,1172,NONE
